id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety
2297-P,29,2024.993619455956,KLMKK,Los Angeles,California,UK,Local Pumpkin Festival,1946 U,1813 W,471,2000,6,Lakota
2466-P,42,1985.304932659492,AXGDE,Paris,Texas,Mexico,Regional Pumpkin Festival,1929 S,1204 W,458,1810,13,Pump-Ke-Mon
2414-P,18,1886.1487421309575,CTNCR,Nottingham,New York,China,Regional Pumpkin Festival,1094 K,1729 L,442,1750,11,Speckled Hound
2475-P,43,1871.7324533900246,UBYVG,New York,Florida,USA,Local Pumpkin Festival,1649 L,1911 Z,435,1662,9,Pump-Ke-Mon
2614-P,52,1819.865137820132,GNMPX,Nottingham,California,USA,National Pumpkin Festival,1788 R,1115 W,434,1615,16,Winter Luxury
2705-P,53,1785.2601355491206,OZPFO,Chicago,Texas,Canada,Local Pumpkin Festival,1023 Q,1359 D,434,1623,11,Winter Luxury
2782-P,33,1793.1055425070226,ZYSBM,Nottingham,Texas,Canada,Regional Pumpkin Festival,1545 O,1722 S,448,1742,2,Lakota
2217-P,35,1787.1782679148018,DBKOI,Paris,New York,UK,Regional Pumpkin Festival,1173 F,1874 G,435,1646,9,Winter Luxury
2629-P,48,1785.2797065982595,TUTMR,Paris,New York,Australia,Local Pumpkin Festival,1050 N,1961 K,426,1546,16,Lakota
2391-P,60,1769.7714668428525,QIIQJ,Paris,California,Canada,Regional Pumpkin Festival,1898 Q,1342 F,424,1571,13,Speckled Hound
2834-P,26,1758.4236563188956,FNGMR,Paris,Florida,Australia,Local Pumpkin Festival,1148 T,1533 I,440,1702,1,Lakota
2471-P,44,1741.9791921330616,MDVNT,Nottingham,California,USA,National Pumpkin Festival,1176 W,1155 A,417,1515,17,Winter Luxury
2167-P,45,1751.6011317148805,TQHMQ,Chicago,New York,USA,Local Pumpkin Festival,1703 T,1179 O,427,1615,7,Speckled Hound
2021-P,86,1730.9464744413272,DVWPR,Houston,New York,China,Regional Pumpkin Festival,1740 P,1057 E,426,1585,12,Lakota
2430-P,3,1685.9864518122747,QETFJ,Houston,New York,France,Local Pumpkin Festival,1023 P,1130 P,437,1666,2,Pump-Ke-Mon
2903-P,75,1688.4253290966153,KEGSH,New York,California,USA,National Pumpkin Festival,1586 O,1267 E,430,1565,10,Pump-Ke-Mon
2570-P,71,1656.4517367202789,OWBTF,Nottingham,New York,USA,National Pumpkin Festival,1621 W,1017 W,442,1719,1,Winter Luxury
2089-P,33,1664.5168412346393,YQFPZ,Paris,Texas,USA,Local Pumpkin Festival,1952 Y,1511 G,408,1420,18,Lakota
2267-P,4,1651.7397116506472,CFOHB,Paris,California,Australia,National Pumpkin Festival,1656 C,1025 F,416,1503,6,Speckled Hound
2946-P,77,1658.1621281541884,LGHQN,Houston,Texas,UK,National Pumpkin Festival,1914 I,1284 I,425,1531,6,Speckled Hound
2915-P,58,1633.0195744354278,DXYJN,Los Angeles,California,Canada,Regional Pumpkin Festival,1941 K,1321 E,408,1432,17,Lakota
2807-P,61,1608.8640214232728,JEEHQ,Nottingham,New York,Mexico,Local Pumpkin Festival,1138 Z,1742 F,417,1533,6,Lakota
2286-P,67,1588.8673235503957,XGMXH,Nottingham,Florida,Mexico,National Pumpkin Festival,1820 V,1733 U,435,1632,-7,Lakota
2206-P,88,1569.2606434803456,LGFYF,Paris,Florida,Australia,National Pumpkin Festival,1358 K,1551 Q,406,1448,10,Speckled Hound
2133-P,30,1580.478700679727,ENTYI,Nottingham,Texas,Mexico,Local Pumpkin Festival,1995 K,1994 J,422,1546,5,Winter Luxury
2399-P,83,1564.9640389392152,GXBAB,Los Angeles,Florida,France,Regional Pumpkin Festival,1191 P,1566 R,391,1287,24,Lakota
2149-P,86,1568.814703129232,OZZYP,Paris,California,USA,Local Pumpkin Festival,1140 F,1307 T,420,1498,0,Winter Luxury
2186-P,66,1553.986986817792,AHIGQ,New York,Texas,France,Local Pumpkin Festival,1663 U,1124 B,411,1481,0,Speckled Hound
2532-P,50,1541.7954253582284,UQMCI,Nottingham,Texas,Mexico,Local Pumpkin Festival,1847 C,1952 V,400,1391,12,Lakota
2899-P,39,1541.7585057243705,EGYDC,Nottingham,California,Australia,Regional Pumpkin Festival,1819 F,1765 K,414,1475,-1,Speckled Hound
2906-P,39,1542.6127057000995,MVZUT,Houston,New York,USA,National Pumpkin Festival,1149 X,1172 R,428,1612,-9,Winter Luxury
2869-P,38,1547.0231521036476,JAQTN,Paris,Texas,Canada,Regional Pumpkin Festival,1635 K,1250 L,410,1446,4,Winter Luxury
2281-P,32,1550.910646329634,RSGCG,Chicago,New York,USA,National Pumpkin Festival,1568 Q,1938 L,411,1446,5,Speckled Hound
2214-P,88,1541.9554041353986,FHZDC,Los Angeles,Florida,USA,Regional Pumpkin Festival,1605 O,1048 T,413,1481,-1,Winter Luxury
2897-P,57,1540.5023207401857,ZZBBF,Houston,New York,USA,Local Pumpkin Festival,1291 Y,1452 L,406,1434,2,Pump-Ke-Mon
2611-P,34,1527.4402872081846,NIAHA,Nottingham,Texas,France,National Pumpkin Festival,1841 D,1601 C,411,1432,9,Winter Luxury
2677-P,60,1539.8728146189824,WLKLZ,Houston,California,Canada,Regional Pumpkin Festival,1232 A,1477 L,403,1347,14,Winter Luxury
2247-P,69,1526.7364278575405,AASRI,Chicago,Texas,France,Regional Pumpkin Festival,1875 O,1955 J,413,1434,11,Winter Luxury
2170-P,87,1535.5808311849833,EVKLP,New York,Florida,Mexico,National Pumpkin Festival,1730 W,1522 V,416,1476,-1,Pump-Ke-Mon
2455-P,9,1519.8496411498636,HHXLH,Los Angeles,New York,UK,Regional Pumpkin Festival,1292 Q,1655 A,416,1516,-5,Pump-Ke-Mon
2635-P,69,1530.9415779160336,SFGWU,Houston,Florida,China,National Pumpkin Festival,1151 R,1094 R,424,1520,-1,Speckled Hound
2976-P,65,1520.0588061055169,URBMA,Paris,Florida,Australia,National Pumpkin Festival,1419 W,1598 S,418,1541,-7,Pump-Ke-Mon
2890-P,16,1514.789067032747,BMSBZ,New York,New York,France,Regional Pumpkin Festival,1372 R,1385 I,435,1700,-6,Lakota
2461-P,80,1519.047439450398,JTLLV,Chicago,Florida,France,Regional Pumpkin Festival,1101 A,1354 F,414,1435,4,Lakota
2291-P,91,1515.486040290445,WXFJK,Chicago,Florida,USA,Regional Pumpkin Festival,1858 D,1974 I,424,1537,-7,Speckled Hound
2248-P,3,1504.4099127007648,TEZEI,Nottingham,Texas,Mexico,Local Pumpkin Festival,1029 A,1012 N,407,1381,14,Speckled Hound
2514-P,21,1501.6557389991358,HZVDU,Houston,Texas,Canada,Local Pumpkin Festival,1929 P,1775 G,408,1397,3,Lakota
2876-P,31,1497.0925468429923,GXTZK,Los Angeles,California,Mexico,National Pumpkin Festival,1061 A,1344 T,396,1272,13,Winter Luxury
2692-P,4,1492.0963025754318,DEGFS,Chicago,Florida,UK,National Pumpkin Festival,1051 Z,1149 K,413,1425,7,Lakota
2087-P,22,1496.195385464467,LIGZK,Nottingham,Florida,France,Regional Pumpkin Festival,1366 E,1085 H,420,1534,-1,Lakota
2552-P,73,1495.1476186709478,OZWHK,Los Angeles,Florida,Australia,Local Pumpkin Festival,1867 F,1844 B,414,1507,-5,Winter Luxury
2180-P,1,1477.2074718922377,LIRLW,New York,California,China,National Pumpkin Festival,1656 R,1793 G,413,1421,7,Pump-Ke-Mon
2277-P,37,1490.8070136178285,ZYTRL,Houston,New York,France,Regional Pumpkin Festival,1709 G,1237 M,408,1412,1,Speckled Hound
2775-P,74,1486.7155431956053,PWYLA,Houston,New York,Mexico,National Pumpkin Festival,1339 K,1022 R,417,1479,2,Lakota
2428-P,67,1468.5505545251071,WZWRJ,New York,Texas,Mexico,Regional Pumpkin Festival,1481 D,1647 N,422,1580,-10,Winter Luxury
2040-P,70,1485.0938680563122,OZFCL,Paris,New York,Australia,Regional Pumpkin Festival,1762 T,1181 S,413,1515,-3,Speckled Hound
2542-P,33,1481.7293941564858,PHOJU,Los Angeles,Florida,UK,National Pumpkin Festival,1552 C,1477 I,411,1431,0,Pump-Ke-Mon
2289-P,80,1467.4027848700061,XFAON,Nottingham,Texas,USA,Regional Pumpkin Festival,1207 U,1251 V,415,1491,1,Pump-Ke-Mon
2287-P,6,1476.6359437979759,LJVBV,Houston,California,China,Local Pumpkin Festival,1991 T,1793 J,408,1453,1,Speckled Hound
2907-P,75,1471.2181844683364,BEBVL,Paris,California,France,Regional Pumpkin Festival,1454 H,1105 E,417,1509,-3,Lakota
