id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety
2503-P,88,2022.3119150269777,UNOIF,Los Angeles,Texas,China,Regional Pumpkin Festival,1604 P,1944 O,478,1996,0,Rouge Vif d'Etampes
2586-P,21,1984.725617072545,LEALW,Houston,Florida,UK,Regional Pumpkin Festival,1679 D,1313 A,449,1812,13,Big Moose
2818-P,31,1885.5556290792301,QAOUM,Houston,California,Mexico,Local Pumpkin Festival,1389 R,1097 X,442,1743,8,Baby Bear
2770-P,60,1866.4687474844977,DYWJD,Paris,New York,USA,Local Pumpkin Festival,1311 V,1128 X,433,1667,16,Rouge Vif d'Etampes
2070-P,50,1820.669665357098,HXUXN,Houston,California,USA,Regional Pumpkin Festival,1953 F,1313 E,426,1616,10,Rouge Vif d'Etampes
2683-P,35,1785.1105808131397,BOVGP,Houston,Florida,China,Local Pumpkin Festival,1531 E,1296 B,428,1618,8,Baby Bear
2370-P,35,1790.3903970224783,UGRBF,Chicago,Texas,Mexico,National Pumpkin Festival,1835 R,1691 L,449,1750,-1,Marina di Chioggia
2756-P,92,1784.4696500515565,KJPSW,Los Angeles,New York,China,Regional Pumpkin Festival,1899 V,1457 T,438,1651,8,Marina di Chioggia
2697-P,19,1777.2942053973675,TJAJM,New York,California,Mexico,National Pumpkin Festival,1954 Z,1911 L,420,1546,17,Marina di Chioggia
2306-P,2,1762.499559815973,NCWCS,New York,Texas,China,Local Pumpkin Festival,1546 L,1059 S,420,1567,13,Marina di Chioggia
2311-P,84,1751.5890212502331,CFFGX,Chicago,California,UK,Regional Pumpkin Festival,1502 L,1066 I,435,1695,2,Rouge Vif d'Etampes
2413-P,98,1740.2326765013859,DMRGD,Paris,New York,Mexico,Regional Pumpkin Festival,1276 D,1190 R,420,1521,19,Marina di Chioggia
2061-P,100,1740.1957530137151,WVBUF,Houston,California,France,National Pumpkin Festival,1408 D,1210 H,429,1607,11,Big Moose
2613-P,72,1738.744208210148,YFRLY,Houston,Texas,Australia,Regional Pumpkin Festival,1647 P,1281 G,428,1589,11,Big Moose
