id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety
2835-P,9,2041.9753121845424,JHKVC,Los Angeles,New York,Mexico,National Pumpkin Festival,1435 S,1251 D,479,1995,7,Jack Be Little
2678-P,42,1975.4716644063592,KFLSX,Houston,California,China,Regional Pumpkin Festival,1291 M,1964 V,458,1806,5,Jack Be Little
2128-P,51,1884.095133134164,VJPMH,New York,California,USA,Regional Pumpkin Festival,1875 S,1346 U,450,1745,4,Atlantic Giant
2929-P,96,1877.8441645326093,SCZEU,New York,California,UK,Regional Pumpkin Festival,1291 G,1864 W,439,1670,13,Cinderella
2508-P,100,1821.5973765933886,QIALL,New York,Florida,China,National Pumpkin Festival,1013 A,1760 D,430,1611,8,Jack Be Little
2470-P,38,1796.260169710964,ARULD,Paris,New York,USA,Local Pumpkin Festival,1089 K,1029 R,428,1623,15,Atlantic Giant
2298-P,63,1786.500780588016,ITPCW,Chicago,California,Canada,National Pumpkin Festival,1890 C,1965 P,441,1750,-1,Atlantic Giant
2269-P,72,1785.4761658413336,XPPHL,Paris,Florida,Mexico,Local Pumpkin Festival,1406 V,1260 T,432,1647,5,Jack Be Little
2977-P,86,1779.4897643877193,BFAPM,Chicago,California,USA,National Pumpkin Festival,1469 U,1137 L,420,1540,19,Cinderella
2186-P,78,1772.3794637070969,THDXT,New York,Florida,Canada,Regional Pumpkin Festival,1606 C,1251 M,422,1566,17,Cinderella
2306-P,13,1750.2476484334097,QIGOH,Nottingham,Texas,Australia,Regional Pumpkin Festival,1520 R,1026 J,444,1703,0,Jack Be Little
2992-P,53,1738.3035796564072,NLMNA,Los Angeles,California,UK,Local Pumpkin Festival,1126 M,1420 H,421,1523,16,Jack Be Little
2596-P,24,1745.9696305431426,AKUVA,Paris,New York,China,National Pumpkin Festival,1315 M,1058 A,427,1614,8,Atlantic Giant
2276-P,25,1728.0635131876916,MMSQO,Houston,Texas,France,National Pumpkin Festival,1005 R,1574 D,431,1584,14,Cinderella
2873-P,63,1681.9479572663083,KKIJC,New York,California,Australia,Local Pumpkin Festival,1928 N,1064 H,434,1664,0,Atlantic Giant
2949-P,27,1681.029143693857,PJLBE,Chicago,Texas,USA,Regional Pumpkin Festival,1568 J,1380 Y,422,1566,11,Cinderella
2493-P,24,1667.3556645298377,SSBIN,Houston,California,France,Local Pumpkin Festival,1529 Y,1246 J,448,1720,-2,Howden
2329-P,76,1651.6592758717015,ZSWCO,New York,Florida,Canada,Regional Pumpkin Festival,1218 G,1506 O,407,1423,17,Cinderella
2774-P,67,1661.4749879678711,WKVKF,Houston,New York,France,Local Pumpkin Festival,1451 Q,1839 A,416,1507,8,Jack Be Little
2840-P,69,1658.5786568578333,MNMMK,Nottingham,Texas,USA,National Pumpkin Festival,1473 H,1064 O,421,1540,4,Howden
2590-P,55,1625.3028085334226,LZXXC,Houston,California,China,Local Pumpkin Festival,1158 G,1386 U,407,1431,11,Howden
2724-P,18,1589.6899336865172,QACLU,Paris,Florida,Canada,Local Pumpkin Festival,1451 N,1958 O,425,1534,4,Jack Be Little
2036-P,21,1590.6716123716906,KCUWY,Chicago,New York,France,Regional Pumpkin Festival,1276 U,1985 H,436,1632,-2,Atlantic Giant
2104-P,12,1585.6019216002896,SCNZH,Nottingham,Florida,Mexico,National Pumpkin Festival,1205 B,1944 X,407,1440,8,Jack Be Little
2728-P,17,1581.6218726625666,JJBZB,Houston,New York,Australia,Regional Pumpkin Festival,1821 S,1040 T,418,1541,-1,Jack Be Little
2877-P,55,1569.248997848481,VCBLL,Chicago,New York,France,Regional Pumpkin Festival,1193 P,1757 Z,390,1284,26,Atlantic Giant
2484-P,65,1565.2434919644147,CIZIW,New York,Texas,Canada,National Pumpkin Festival,1903 E,1069 R,419,1504,6,Howden
